NAME	Ex1	Ex2	Ex3	Ex4	Ex5	Ex6	Ex7	Ex8	In1	In2	In3	In4	In5	In6	In7	In8
COL6A1	1.326747500300963	25.994950804757053	2.2791890598439393	92.45956985750871	2.0896047500613353	1.2946317386994541	4.019073107688001	1.2601512487388364	1.5044207609867808	1.2047526305790979	1.4392471948687597	1.3519600810422874	1.3589961124579952	1.1018821121283109	1.8361374682703908	1.6902135612142404
CPLX1	5.7484318665989775	11.36483259678417	24.39518249575695	18.037796382721066	16.85366582216249	9.470266060934335	10.16543602442732	10.345399305574643	6.613165040572111	16.73044803366259	10.786618073990077	3.3146820146052045	9.698340549186181	115.95670304107878	53.92449162923106	27.253539283885175
CPNE2	3.101140371999489	1.8289800807794891	3.675123074397731	2.8737856607503627	2.6536326681008093	3.491956232741902	2.9247041185767158	2.480744353141272	6.640375436315006	5.895537125512254	49.1795851991433	3.264976336501773	2.5463665833878357	2.35797405959549	5.768093414035675	4.149617362568156
CPNE4	49.32365635299523	623.1426061254658	287.0471978933515	210.5005742247497	811.5180949488667	31.13037230548231	113.73137254055158	475.10195264582336	13.153536161542245	8.199608119847062	19.505599487720698	9.955141848563983	6.290279161914341	6.6677260859197425	54.601062238102855	19.511914701361952
CPNE5	65.00961572160524	5.959937216320702	12.98598660004004	103.57994270169799	47.74822973587561	74.93772454079152	91.83309278045057	338.0202434424995	4.367209979287448	2.114239668247209	2.4751327638788903	4.206974582591851	3.673208092827083	2.3790465833550227	7.982927829378825	9.224235569677202
CPNE8	24.180962804899643	25.23236244657761	11.412891762022378	46.88590053664915	114.47231816443181	107.17941694425974	17.370353480509237	2.2954674684758394	5.612061658507706	4.517411185511106	3.3999071872240494	4.643619991821724	145.3236221705435	2.328173531988597	5.788112429794703	7.78101169948877
CRB1	3.2504579163198635	5.088922845251518	5.646382273598424	4.017029788809203	5.1347381120313855	7.110996302148115	7.071650904473811	6.717912087251796	10.62079343169518	18.63787566184189	15.990986097899347	5.390701112770314	37.794385534044984	15.8053331507934	76.80098474122099	59.63217013790195
CREG2	284.86534561174324	141.69746379395863	236.14056215532457	411.75136233870376	78.50545619625565	37.5116734061021	139.02505156180143	152.91017994906858	16.642196369365358	79.46124811345305	81.96134611745387	19.920808057765445	15.618127521364991	20.57182236641872	53.39336472958846	92.28092425571353
CRTAC1	6.3214109450119125	6.357336167542141	14.161180241954415	4.755277239905313	5.002635293240067	10.773372346620324	7.394431206771266	133.49913499669188	13.678209187514224	5.876493718840649	5.442906477943918	41.51413070621149	149.6392626628068	61.11814096683972	52.10955567551578	32.743934677135066
CRYM	14.227670033104769	54.71506460336536	4.979818570589709	4.903176989549337	28.44639240119401	8.415947959178292	6.967776859859748	2.721509172893251	2.0430986199343417	3.380496252195448	2.3001092265213314	1.6813228110766865	1.746404864914278	1.5113315954347002	1.748291142007929	2.137949466240194
