NAME	Fetal-Microglia	Fetal-IPC	Fetal-Pericytes	Fetal-OPC	Fetal-Endothelial	Fetal-Astrocytes	Fetal-Oligo	Fetal-Trans	Fetal-NEP	Astrocytes	Endothelial	Fetal-quiescent	Fetal-replicating	Microglia	Neurons	OPC	Oligodendrocytes
PELI2	1.4539524834137467	1.9246286195854707	1.7750480386173588	1.9354800953820273	2.066888014709703	2.2416603782093603	2.449775954877202	1.6513418647428653	1.920213725080855	2.10589925170411	1.3556868101655808	1.7061756667043864	40.632371815402855	1.8614120811406085	1.0796625178149402	1.620225463162083	1.3015874435615502
PER2	12.398036257216567	3.0639804184313504	9.535092247127194	4.326823711406705	8.188855837332168	6.184774182929136	7.011135297359804	6.019287034494675	7.638568395347012	68.76940040360063	101.29387873967428	42.40431949843064	1023.1240743133724	182.56725536305112	10.788742512439692	874.3960404451692	8.964627608907419
PEX5L	1.0432785913462403	1.0199012110504426	1.0340151112603477	1.237048646638771	1.022063253499591	1.0314198666362728	1.0028239335919515	1.0690910729195897	1.207372806224526	1.040982667929067	1.1759404755173488	1.2097298697836671	1.1222359415911658	1.3266925390610589	5.592055986409432	1.186667164205811	437.8869749951025
PGM2L1	3.4840136375347743	2.1782208578793276	2.0311697085086324	7.001251845874712	4.519602234026286	4.2035245485368735	1.681465728395947	1.4563624916436828	1.012555160729384	1.476380021135004	1.0044565525884022	144.39824553001296	1.0035127135462671	1.004376709895042	119.28385816798169	1.0027862699594845	1.0028258644535721
PHIP	23.942460708416196	38.338207418146	26.50681680300156	17.13109098391971	17.740631994572475	26.236314192913518	44.20857340808479	26.42571543238468	185.72576806614097	19.51071162062015	17.74088862890607	28.243091088124338	191.36048227101995	67.41892248897165	28.377808140055333	89.99604433878295	67.13161839659884
PHLDA1	29.341049940154118	11.018903745190855	1.0762957458760143	6.731052450429601	29.651712783296432	10.281025610703441	48.12964239630382	1.3128314047749676	22.626889520620104	1.0281908439277565	12.60012359722676	1.1387006676381586	133.37357853203739	22.497030826436806	1.0722289144166643	50.47180281436148	1.0671193378122554
PIP4K2A	2.1039070880576003	3.2929509248978284	3.6530013695967742	3.786593521965834	6.310998379386599	2.769830319500723	2.9476781568890305	1.0026760254268328	1.002607506988247	69.5442068445005	1.0026276252911017	30.28793340142174	1.002601891056108	1.0026429236673258	3.3549980528801275	2562.3616975784125	8424.371090325832
PITPNB	87.06060515716258	17.13109098391971	11.424405296804968	30.237286816637003	18.540530155273714	23.557580368651415	38.44022294960326	2.4978442870394377	1.0026731251290737	1.0025215352663048	1.0026271207796853	1.0026473214665566	1.0026065683589638	1.002686200538114	1.0026322405438133	1.0026269986199463	1.0025702531926717
PKIA	1.1052381295253757	1.2110100188972341	1.7795099305309485	6.637437722448686	4.212273748282572	4.950266702271977	1.9242976083085455	1.0	1.0	1.0	1.0	51.68697376607021	1.0	1.0	3.3417923157425653	1.0	1.0
PLA2G16	1.0025290594616563	1.0024497127069163	1.0025862275900264	1.0025518754616232	1.0025633389725217	1.002487878386117	1.0023526442921973	1.0026374349759077	1.0027393389024666	1.0027893343681338	1.0027791493955789	1.002695746033774	1.002696293338499	1.002782952618848	1.0025602722062275	1.0027193912026964	149.92260984211927
